,Airline Name,Airports,Cities,Distance,Average Delay (min),Variance of Delays (min),Overall,Cabin,Entertainment,Wifi,Food/Beverage,Bang for Buck,Topics Extract,url,for_html
5374,Southwest Airlines Co.,"('DEN', 'OAK')","('Denver, CO', 'Oakland, CA')",957,1.8,71.2,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5375,Southwest Airlines Co.,"('DEN', 'OKC')","('Denver, CO', 'Oklahoma City, OK')",495,2.9,104.2,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5376,Southwest Airlines Co.,"('DEN', 'OMA')","('Denver, CO', 'Omaha, NE')",472,2.6,218.4,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5377,Southwest Airlines Co.,"('DEN', 'ONT')","('Denver, CO', 'Ontario, CA')",819,3.9,191.6,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5378,Southwest Airlines Co.,"('DEN', 'ORF')","('Denver, CO', 'Norfolk, VA')",1553,0.0,0.0,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5379,Southwest Airlines Co.,"('DEN', 'PDX')","('Denver, CO', 'Portland, OR')",991,2.3,68.4,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5380,Southwest Airlines Co.,"('DEN', 'PHL')","('Denver, CO', 'Philadelphia, PA')",1558,4.6,202.4,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5381,Southwest Airlines Co.,"('DEN', 'PHX')","('Denver, CO', 'Phoenix, AZ')",602,2.1,105.8,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5382,Southwest Airlines Co.,"('DEN', 'PIT')","('Denver, CO', 'Pittsburgh, PA')",1290,6.9,761.4,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5383,Southwest Airlines Co.,"('DEN', 'RDU')","('Denver, CO', 'Raleigh/Durham, NC')",1436,4.7,268.3,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5384,Southwest Airlines Co.,"('DEN', 'RNO')","('Denver, CO', 'Reno, NV')",804,1.3,39.5,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5385,Southwest Airlines Co.,"('DEN', 'RSW')","('Denver, CO', 'Fort Myers, FL')",1607,0.0,0.0,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5386,Southwest Airlines Co.,"('DEN', 'SAN')","('Denver, CO', 'San Diego, CA')",853,3.0,215.4,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5387,Southwest Airlines Co.,"('DEN', 'SAT')","('Denver, CO', 'San Antonio, TX')",794,2.7,148.6,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5388,Southwest Airlines Co.,"('DEN', 'SDF')","('Denver, CO', 'Louisville, KY')",1024,5.2,185.9,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5389,Southwest Airlines Co.,"('DEN', 'SEA')","('Denver, CO', 'Seattle, WA')",1024,5.7,666.2,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5390,Southwest Airlines Co.,"('DEN', 'SFO')","('Denver, CO', 'San Francisco, CA')",967,2.8,106.0,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5391,Southwest Airlines Co.,"('DEN', 'SJC')","('Denver, CO', 'San Jose, CA')",948,2.0,265.4,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5392,Southwest Airlines Co.,"('DEN', 'SLC')","('Denver, CO', 'Salt Lake City, UT')",391,3.8,213.0,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5393,Southwest Airlines Co.,"('DEN', 'SMF')","('Denver, CO', 'Sacramento, CA')",909,4.4,300.0,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5394,Southwest Airlines Co.,"('DEN', 'SNA')","('Denver, CO', 'Santa Ana, CA')",846,2.2,327.7,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5395,Southwest Airlines Co.,"('DEN', 'STL')","('Denver, CO', 'St. Louis, MO')",770,3.0,121.7,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5396,Southwest Airlines Co.,"('DEN', 'TPA')","('Denver, CO', 'Tampa, FL')",1506,2.3,45.5,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5397,Southwest Airlines Co.,"('DEN', 'TUL')","('Denver, CO', 'Tulsa, OK')",541,3.6,183.0,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5398,Southwest Airlines Co.,"('DEN', 'TUS')","('Denver, CO', 'Tucson, AZ')",639,2.1,70.7,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5399,Southwest Airlines Co.,"('DSM', 'LAS')","('Des Moines, IA', 'Las Vegas, NV')",1216,6.4,1226.2,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5400,Southwest Airlines Co.,"('DSM', 'MDW')","('Des Moines, IA', 'Chicago, IL')",306,0.0,0.0,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5401,Southwest Airlines Co.,"('DSM', 'STL')","('Des Moines, IA', 'St. Louis, MO')",259,0.9,21.8,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5402,Southwest Airlines Co.,"('DTW', 'ATL')","('Detroit, MI', 'Atlanta, GA')",594,3.8,586.5,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5403,Southwest Airlines Co.,"('DTW', 'BNA')","('Detroit, MI', 'Nashville, TN')",456,3.1,268.8,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5404,Southwest Airlines Co.,"('DTW', 'BWI')","('Detroit, MI', 'Baltimore, MD')",409,2.6,213.7,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5405,Southwest Airlines Co.,"('DTW', 'DAL')","('Detroit, MI', 'Dallas, TX')",981,1.8,42.3,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5406,Southwest Airlines Co.,"('DTW', 'DEN')","('Detroit, MI', 'Denver, CO')",1123,2.9,263.9,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5407,Southwest Airlines Co.,"('DTW', 'LAS')","('Detroit, MI', 'Las Vegas, NV')",1749,2.8,290.3,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5408,Southwest Airlines Co.,"('DTW', 'MDW')","('Detroit, MI', 'Chicago, IL')",228,1.7,76.9,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5409,Southwest Airlines Co.,"('DTW', 'PHX')","('Detroit, MI', 'Phoenix, AZ')",1671,2.6,217.7,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5410,Southwest Airlines Co.,"('DTW', 'STL')","('Detroit, MI', 'St. Louis, MO')",440,2.6,220.1,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5411,Southwest Airlines Co.,"('ECP', 'BNA')","('Panama City, FL', 'Nashville, TN')",401,0.3,4.7,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5412,Southwest Airlines Co.,"('ECP', 'BWI')","('Panama City, FL', 'Baltimore, MD')",798,5.4,1972.4,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5413,Southwest Airlines Co.,"('ECP', 'DAL')","('Panama City, FL', 'Dallas, TX')",674,0.8,17.9,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5414,Southwest Airlines Co.,"('ECP', 'HOU')","('Panama City, FL', 'Houston, TX')",571,1.5,61.0,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5415,Southwest Airlines Co.,"('ECP', 'STL')","('Panama City, FL', 'St. Louis, MO')",634,0.8,11.5,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5416,Southwest Airlines Co.,"('ELP', 'AUS')","('El Paso, TX', 'Austin, TX')",528,2.6,97.6,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5417,Southwest Airlines Co.,"('ELP', 'DAL')","('El Paso, TX', 'Dallas, TX')",562,2.7,223.3,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5418,Southwest Airlines Co.,"('ELP', 'HOU')","('El Paso, TX', 'Houston, TX')",677,2.0,160.8,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5419,Southwest Airlines Co.,"('ELP', 'LAS')","('El Paso, TX', 'Las Vegas, NV')",583,4.4,718.1,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5420,Southwest Airlines Co.,"('ELP', 'LAX')","('El Paso, TX', 'Los Angeles, CA')",714,4.3,103.3,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5421,Southwest Airlines Co.,"('ELP', 'LAX')","('El Paso, TX', 'Los Angeles, CA')",714,4.3,138.2,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5422,Southwest Airlines Co.,"('ELP', 'LAX')","('El Paso, TX', 'Los Angeles, CA')",714,4.3,103.3,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5423,Southwest Airlines Co.,"('ELP', 'LAX')","('El Paso, TX', 'Los Angeles, CA')",714,4.3,138.2,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5424,Southwest Airlines Co.,"('ELP', 'LAX')","('El Paso, TX', 'Los Angeles, CA')",715,3.9,103.3,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5425,Southwest Airlines Co.,"('ELP', 'LAX')","('El Paso, TX', 'Los Angeles, CA')",715,3.9,138.2,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5426,Southwest Airlines Co.,"('ELP', 'LAX')","('El Paso, TX', 'Los Angeles, CA')",715,3.9,103.3,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5427,Southwest Airlines Co.,"('ELP', 'LAX')","('El Paso, TX', 'Los Angeles, CA')",715,3.9,138.2,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5428,Southwest Airlines Co.,"('ELP', 'PHX')","('El Paso, TX', 'Phoenix, AZ')",347,5.7,1282.3,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5429,Southwest Airlines Co.,"('ELP', 'SAT')","('El Paso, TX', 'San Antonio, TX')",496,4.4,608.8,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5430,Southwest Airlines Co.,"('EWR', 'AUS')","('Newark, NJ', 'Austin, TX')",1504,1.8,109.0,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
5431,Southwest Airlines Co.,"('EWR', 'BNA')","('Newark, NJ', 'Nashville, TN')",748,0.2,0.5,6.8,3.5,2.5,2.6,2.8,3.4,"low cost, non stop, crew/staff friendly, early bird, bags fly free","<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">","('<img src=http://www.carryitclearly.com/images/southwest-logo.jpg""style=width: 80%; height: 80%/"">', 'low cost, non stop, crew/staff friendly, early bird, bags fly free')"
